地区,类型,名称,链接,标记
浙江,合作办学项目,浙大宁波理工学院与美国印第安纳波利斯大学合作举办金融学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/100,●
浙江,合作办学项目,浙大宁波理工学院与美国印第安纳波利斯大学合作举办国际经济与贸易专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/101,●
浙江,合作办学项目,宁波大学与法国昂热大学合作举办旅游管理专业本科教育项目（已并入宁波大学昂热大学联合学院）,https://www.crs.jsj.edu.cn/aproval/detail/466,▲
浙江,合作办学项目,温州医科大学与美国托马斯大学合作举办护理学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/468,▲
浙江,合作办学项目,温州大学与丹麦尼尔斯布鲁克哥本哈根商学院合作举办市场营销专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/600,▲
浙江,合作办学项目,中国计量大学与新西兰奥克兰理工大学合作举办计算机科学与技术专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/601,▲
浙江,合作办学项目,宁波工程学院与美国特拉华州立大学合作举办会计学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/671,▲
浙江,合作办学项目,杭州电子科技大学与英国东伦敦大学合作举办通信工程专业本科教育项目（停止招生）,https://www.crs.jsj.edu.cn/aproval/detail/707,▲
浙江,合作办学项目,浙江工业大学与瑞典布莱京厄理工大学合作举办软件工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/914,▲
浙江,合作办学项目,浙江师范大学与英国伍斯特大学合作举办软件工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/915,▲
浙江,合作办学项目,浙江财经大学与加拿大劳伦森大学合作举办会计学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/916,▲
浙江,合作办学项目,温州大学与台湾中华大学合作举办电子信息工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/917,▲
浙江,合作办学项目,温州大学与美国肯恩大学合作举办英语专业本科教育项目（已并入温州肯恩大学）,https://www.crs.jsj.edu.cn/aproval/detail/918,▲
浙江,合作办学项目,温州大学与美国肯恩大学合作举办经济学专业本科教育项目（已并入温州肯恩大学）,https://www.crs.jsj.edu.cn/aproval/detail/919,▲
浙江,合作办学项目,温州大学与美国肯恩大学合作举办计算机科学与技术专业本科教育项目（已并入温州肯恩大学）,https://www.crs.jsj.edu.cn/aproval/detail/920,▲
浙江,合作办学项目,宁波大学与美国中田纳西州立大学合作举办数学与应用数学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/922,▲
浙江,合作办学项目,浙江财经大学与美国托莱多大学合作举办市场营销专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/923,▲
浙江,合作办学项目,浙江科技大学与美国布里奇波特大学合作举办经济学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/925,▲
浙江,合作办学项目,温州大学瓯江学院与英国密德萨斯大学合作举办建筑学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/926,▲
浙江,合作办学项目,温州大学与美国肯恩大学合作举办国际经济与贸易专业本科教育项目（已并入温州肯恩大学）,https://www.crs.jsj.edu.cn/aproval/detail/927,▲
浙江,合作办学项目,浙江工业大学与澳大利亚联邦大学合作举办土木工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/933,▲
浙江,合作办学项目,浙江工业大学之江学院与美国布里奇波特大学合作举办工业设计专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/934,▲
浙江,合作办学项目,浙江传媒学院与英国考文垂大学合作举办服装与服饰设计专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/935,▲
浙江,合作办学项目,浙江农林大学与加拿大不列颠哥伦比亚大学合作举办林学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/1101,▲
浙江,合作办学项目,浙江海洋大学与俄罗斯圣彼得堡国立海洋技术大学合举办船舶与海洋工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/1102,▲
浙江,合作办学项目,丽水学院与瑞典耶夫勒大学学院合作举办护理学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/1103,▲
浙江,合作办学项目,宁波财经学院与台湾昆山科技大学合作举办视觉传达设计专业本科教育项目（停止招生）,https://www.crs.jsj.edu.cn/aproval/detail/1104,▲
浙江,合作办学项目,浙江师范大学与澳大利亚伊迪斯•科文大学合作举办广告学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/1172,▲
浙江,合作办学项目,中国计量大学与英国安格利亚鲁斯金大学合作举办金融工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/1173,▲
浙江,合作办学项目,浙江财经大学与英国班戈大学合作举办金融学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2152,▲
浙江,合作办学项目,湖州师范学院与美国北科罗拉多大学合作举办学前教育专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2284,▲
浙江,合作办学项目,宁波工程学院与美国西弗吉尼亚州立大学合作举办信息与计算科学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2285,▲
浙江,合作办学项目,浙江外国语学院与西班牙萨拉戈萨大学合作举办西班牙语专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2369,▲
浙江,合作办学项目,浙江科技大学与法国塞吉巴黎大学合作举办数据科学与大数据技术专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2496,▲
浙江,合作办学项目,宁波工程学院与美国韦恩州立大学合作举办机械设计制造及其自动化专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2546,▲
浙江,合作办学项目,浙江理工大学与美国纽约州立大学时装技术学院合作举办视觉传达设计专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2547,▲
浙江,合作办学项目,中国计量大学现代科技学院与美国西新英格兰大学合作举办机械电子工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2548,▲
浙江,合作办学项目,宁波大学科学技术学院与美国朱尼亚塔学院合作举办广告学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2641,▲
浙江,合作办学项目,浙江师范大学与美国恩波利亚州立大学合作举办音乐学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2743,▲
浙江,合作办学项目,台州学院与美国新墨西哥州立大学合作举办土木工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2744,▲
浙江,合作办学项目,浙江水利水电学院与白俄罗斯国立技术大学合作举办机械设计制造及其自动化专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2831,▲
浙江,合作办学项目,浙江科技大学与法国塞吉巴黎大学合作举办土木工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2874,▲
浙江,合作办学项目,浙江传媒学院与新西兰惠灵顿维多利亚大学合作举办传播学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2894,▲
浙江,合作办学项目,宁波工程学院与美国特拉华州立大学合作举办信息与计算科学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/3109,▲
浙江,合作办学项目,浙江外国语学院与意大利锡耶纳外国人大学合作举办意大利语专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/3110,▲
浙江,合作办学项目,绍兴文理学院与西班牙布尔戈斯大学合作举办学前教育专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/3229,▲
浙江,合作办学项目,温州大学与俄罗斯伏尔加格勒国立技术大学合作举办机械工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/3289,▲
广东,合作办学机构,北师香港浸会大学,https://www.crs.jsj.edu.cn/aproval/detail/114,"▲, ■"
广东,合作办学机构,"中山大学中法核工程与技术学院（Sino-French Institute of Nuclear Engineering & Technology, Sun Yat-sen University）",https://www.crs.jsj.edu.cn/aproval/detail/565,"▲, ■"
广东,合作办学机构,中山大学-卡内基梅隆大学联合工程学院（Sun Yat-sen University-Carnegie Mellon University Joint Institute of Engineering at Sun Yat-sen University）（停止招生）,https://www.crs.jsj.edu.cn/aproval/detail/840,"▲, ■"
广东,合作办学机构,香港中文大学（深圳）,https://www.crs.jsj.edu.cn/aproval/detail/1114,"▲, ■"
广东,合作办学机构,暨南大学伯明翰大学联合学院(Jinan University- University of Birmingham Joint Institute at Jinan University),https://www.crs.jsj.edu.cn/aproval/detail/2242,▲
广东,合作办学机构,深圳北理莫斯科大学,https://www.crs.jsj.edu.cn/aproval/detail/2247,"▲, ■"
广东,合作办学机构,广东以色列理工学院（Guangdong Technion - Israel Institute of Technology）,https://www.crs.jsj.edu.cn/aproval/detail/2248,"▲, ■"
广东,合作办学机构,"东莞理工学院法国国立工艺学院联合学院 （DGUT-CNAM Institute , Dongguan University of Technology）",https://www.crs.jsj.edu.cn/aproval/detail/2315,▲
广东,合作办学机构,华南农业大学广州都柏林国际生命科学与技术学院 （英文：Guangzhou Dublin International College of Life Sciences and Technology at South China Agricultural University）,https://www.crs.jsj.edu.cn/aproval/detail/2783,▲
广东,合作办学机构,"哈尔滨工业大学深圳国际设计学院（英文：Shenzhen International School of Design, Harbin Institute of Technology）",https://www.crs.jsj.edu.cn/aproval/detail/2855,"▲, ■"
广东,合作办学机构,"华南师范大学阿伯丁数据科学与人工智能学院（英文：Aberdeen Institute of Data Science and Artificial Intelligence, South China Normal University）",https://www.crs.jsj.edu.cn/aproval/detail/2957,▲
广东,合作办学机构,"南方科技大学伦敦国王学院医学院（英文：SUSTech-KCL School of Medicine, Southern University of Science and Technology）",https://www.crs.jsj.edu.cn/aproval/detail/3010,▲
广东,合作办学机构,深圳大学深圳南特金融科技学院（英文： Shenzhen Audencia Financial Technology Institute ，Shenzhen University）,https://www.crs.jsj.edu.cn/aproval/detail/3145,▲
广东,合作办学机构,广州工商学院东北州立联合科技学院（英文：GCTB-NSU Joint Institute of Technology at Guangzhou College of Technology and Business）,https://www.crs.jsj.edu.cn/aproval/detail/3150,▲
广东,合作办学机构,香港科技大学（广州）The Hong Kong University of Science and Technology (Guangzhou),https://www.crs.jsj.edu.cn/aproval/detail/3212,"▲, ■"
广东,合作办学机构,广东海洋大学圣彼得堡船舶与海洋技术学院（俄文：Caнкт-Пeтeрбуpгский институт судостроения и морской техники Гуандунского океанического унивеpcитeтa   英文：Saint-Petersburg Institute for Shipbuilding & Marine Technology of Guangdong Ocean University）,https://www.crs.jsj.edu.cn/aproval/detail/3314,"▲, ■"
广东,合作办学机构,香港城市大学（东莞）City University of Hong Kong (Dongguan),https://www.crs.jsj.edu.cn/aproval/detail/3410,"▲, ■"
广东,合作办学项目,广州大学与法国昂热大学合作举办旅游管理专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/164,●
广东,合作办学项目,广州商学院与澳大利亚南昆士兰大学合作举办商学学士学位教育项目（停止招生）,https://www.crs.jsj.edu.cn/aproval/detail/166,●
广东,合作办学项目,广东技术师范学院与英国哈德斯菲尔德大学合作举办教育管理与发展学士学位教育项目,https://www.crs.jsj.edu.cn/aproval/detail/168,●
广东,合作办学项目,广东工业大学与印度韦洛尔理工大学合作举办动画专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/704,▲
广东,合作办学项目,华南农业大学与爱尔兰都柏林大学合作举办生物科学专业本科教育项目（停止招生）,https://www.crs.jsj.edu.cn/aproval/detail/705,▲
广东,合作办学项目,广州商学院与美国贝尔维尤大学合作举办物流管理专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/795,▲
广东,合作办学项目,华南理工大学广州学院与美国乔治亚州托马斯大学合作举办宝石及材料工艺学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/861,▲
广东,合作办学项目,北京师范大学珠海分校与加拿大圣玛丽大学合作举办金融学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/955,▲
广东,合作办学项目,华南师范大学与英国阿伯丁大学合作举办金融学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/1161,▲
广东,合作办学项目,北京师范大学珠海分校与德国品牌应用科学大学合作举办视觉传达设计专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/1162,▲
广东,合作办学项目,北京理工大学珠海学院与美国布莱恩特大学合作举办会计学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/1882,▲
广东,合作办学项目,北京师范大学珠海分校与德国柏林斯泰恩拜斯大学合作举办数字媒体技术专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2280,▲
广东,合作办学项目,佛山大学与德国特里尔应用技术大学合作举办环境工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2654,▲
广东,合作办学项目,岭南师范学院与爱尔兰大西洋理工大学合作举办烹饪与营养教育专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2756,▲
广东,合作办学项目,广东东软学院与英国西英格兰大学合作举办软件工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2848,▲
广东,合作办学项目,广州航海学院与芬兰中央应用科技大学合作举办计算机科学与技术专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2987,▲
广东,合作办学项目,惠州学院与美国北阿拉巴马大学合作举办学前教育专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2988,▲
广东,合作办学项目,广州南方学院与爱尔兰格里菲斯学院合作举办数据科学与大数据技术专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2989,▲
广东,合作办学项目,华南理工大学与日本千叶大学合作举办工业设计专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/3126,▲
广东,合作办学项目,广东外语外贸大学与澳门理工大学合作举办翻译专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/3127,▲
广东,合作办学项目,韩山师范学院与韩国光州大学合作举办学前教育专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/3128,▲
广东,合作办学项目,广州商学院与美国南新罕布什尔大学合作举办互联网金融专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/3129,▲
广东,合作办学项目,广州航海学院与美国纽约州立大学海事学院合作举办交通运输专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/3298,▲
海南,合作办学机构,"海南大学亚利桑那州立大学国际学院（HNU-ASU International College, Hainan University）",https://www.crs.jsj.edu.cn/aproval/detail/2343,"▲, ■"
海南,合作办学机构,"北京邮电大学玛丽女王海南学院（英文：Queen Mary School Hainan, Beijing University of Posts and Telecommunications）",https://www.crs.jsj.edu.cn/aproval/detail/3077,▲
海南,合作办学机构,"中国传媒大学考文垂学院（英文：Coventry College, Communication University of China）",https://www.crs.jsj.edu.cn/aproval/detail/3078,"▲, ■"
海南,合作办学机构,"电子科技大学格拉斯哥海南学院（英文：Glasgow College Hainan, University of Electronic Science and Technology of China）",https://www.crs.jsj.edu.cn/aproval/detail/3079,▲
海南,合作办学机构,"北京体育大学阿尔伯塔国际休闲体育与旅游学院（英文：Alberta International School of Recreation, Sport and Tourism of Beijing Sport University）",https://www.crs.jsj.edu.cn/aproval/detail/3201,"▲, ■"
海南,合作办学机构,海南医科大学西英格兰学院（英文： UWE College of Hainan Medical University）,https://www.crs.jsj.edu.cn/aproval/detail/3213,"▲, ■"
海南,合作办学机构,"琼台师范学院北安普顿国际学院（英文：QTNU-UoN International College, Qiongtai Normal University )",https://www.crs.jsj.edu.cn/aproval/detail/3214,▲
海南,合作办学机构,中央民族大学密德萨斯学院（英文：Middlesex College of Minzu University of China）,https://www.crs.jsj.edu.cn/aproval/detail/3325,"▲, ■"
海南,合作办学机构,海南比勒费尔德应用科学大学（英文：Hainan Bielefeld University of Applied Sciences）,https://www.crs.jsj.edu.cn/aproval/detail/3511,"▲, ■"
海南,合作办学项目,海南热带海洋学院（原琼州学院）与奥地利克雷姆斯国际管理中心应用技术大学合作举办旅游管理专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/732,▲
海南,合作办学项目,海南大学与爱尔兰都柏林理工大学合作举办会展经济与管理专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/1885,▲
海南,合作办学项目,三亚学院与丹麦尼尔斯布鲁克哥本哈根商学院合作举办酒店管理专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2174,▲
海南,合作办学项目,海南师范大学与俄罗斯圣彼得堡国立电影电视大学合作举办广播电视编导本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2278,▲
海南,合作办学项目,海南师范大学与美国德保罗大学合作举办学前教育专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2656,▲
海南,合作办学项目,海南热带海洋学院与奥地利克莱姆斯高等专业学院合作举办市场营销专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2758,▲
海南,合作办学项目,三亚学院与美国伯克利学院合作举办国际经济与贸易专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2759,▲
海南,合作办学项目,海南大学与美国旧金山艺术大学合作举办视觉传达设计专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/3133,▲
海南,合作办学项目,中央民族大学与澳门城市大学合作举办数据科学与大数据技术专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/3235,▲
海南,合作办学项目,中国传媒大学与英国阿伯泰大学合作举办数字媒体技术专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/3236,▲
海南,合作办学项目,海南师范大学与意大利罗马RUFA美术学院合作举办环境设计专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/3306,▲
海南,合作办学项目,海南大学与新西兰怀卡托大学合作举办智能科学与技术专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/3307,▲
福建,合作办学机构,"厦门理工学院密苏里学院 （Missouri Institute, Xiamen University of Technology ）",https://www.crs.jsj.edu.cn/aproval/detail/2344,▲
福建,合作办学机构,"福州大学梅努斯国际工程学院（Maynooth International Engineering College, Fuzhou University）",https://www.crs.jsj.edu.cn/aproval/detail/2481,▲
福建,合作办学机构,"厦门大学创意与创新学院（英文: Institute of Creativity and Innovation, Xiamen University）",https://www.crs.jsj.edu.cn/aproval/detail/2674,▲
福建,合作办学机构,福建师范大学哈德斯菲尔德学院（英文：University of Huddersfield College of Fujian Normal University）,https://www.crs.jsj.edu.cn/aproval/detail/2962,▲
福建,合作办学机构,"闽江学院国际数字经济学院（英文：International Digital Economy College, Minjiang University)",https://www.crs.jsj.edu.cn/aproval/detail/2965,▲
福建,合作办学机构,泉州信息工程学院乌克兰艺术学院（英文：Ukrainian Art Institute at Quanzhou University of Information Engineering）,https://www.crs.jsj.edu.cn/aproval/detail/3147,▲
福建,合作办学机构,"福建农林大学戴尔豪西大学联合学院（英文：FAFU-Dal Joint College, Fujian Agriculture and Forestry University）",https://www.crs.jsj.edu.cn/aproval/detail/3313,▲
福建,合作办学项目,福建农林大学与加拿大戴尔豪西大学合作举办农业资源与环境专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/150,●
福建,合作办学项目,福建农林大学与加拿大戴尔豪西大学合作举办园艺专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/153,●
福建,合作办学项目,集美大学与美国库克学院合作举办工商管理专业学士学位教育项目,https://www.crs.jsj.edu.cn/aproval/detail/155,●
福建,合作办学项目,集美大学与美国库克学院合作举办国际会计专业学士学位教育项目,https://www.crs.jsj.edu.cn/aproval/detail/156,●
福建,合作办学项目,厦门大学与爱尔兰都柏林商学院合作举办会计学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/432,▲
福建,合作办学项目,厦门大学与爱尔兰都柏林商学院合作举办金融学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/434,▲
福建,合作办学项目,福建师范大学与日本京都情报大学院大学合作举办数字媒体技术专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/727,▲
福建,合作办学项目,福建师范大学与日本京都情报大学院大学合作举办网络工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/728,▲
福建,合作办学项目,福建农林大学与加拿大不列颠哥伦比亚大学合作举办生态学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/905,▲
福建,合作办学项目,三明学院与美国特拉华州立大学合作举办体育教育（体育管理）本科教育项目（停止招生）,https://www.crs.jsj.edu.cn/aproval/detail/906,▲
福建,合作办学项目,厦门理工学院与加拿大里贾纳大学合作举办环境工程专业本科教育项目（停止招生）,https://www.crs.jsj.edu.cn/aproval/detail/1058,▲
福建,合作办学项目,福建农林大学与加拿大戴尔豪西大学合作举办风景园林专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/1170,▲
福建,合作办学项目,福州大学与加拿大曼尼托巴大学合作举办土木工程本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/1893,▲
福建,合作办学项目,厦门理工学院与新西兰惠灵顿维多利亚大学合作举办电子信息工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/1894,▲
福建,合作办学项目,福建农林大学金山学院与加拿大圣文森山大学合作举办旅游管理专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2149,▲
福建,合作办学项目,三明学院与台湾大叶大学合作举办电子信息工程本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2150,▲
福建,合作办学项目,莆田学院与美国新奥尔良大学合作举办公共事业管理专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2187,▲
福建,合作办学项目,福建师范大学与英国哈德斯菲尔德大学合作举办通信工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2407,▲
福建,合作办学项目,泉州信息工程学院与美国宾州滑石大学合作举办软件工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2551,▲
福建,合作办学项目,福建师范大学与意大利卡塔尼亚大学合作举办体育教育专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2642,▲
福建,合作办学项目,福建师范大学与美国匹兹堡州立大学合作举办学前教育专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2745,▲
福建,合作办学项目,福建江夏学院与英国威尔士三一圣大卫大学合作举办动画专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2835,▲
福建,合作办学项目,阳光学院与法国高等管理学院合作举办电子商务专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/2898,▲
福建,合作办学项目,福建中医药大学与西班牙巴里亚多利德大学合作举办护理学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/3086,▲
福建,合作办学项目,福州外语外贸学院与意大利锡拉库萨“罗萨里奥·嘉里亚迪”美术学院合作举办服装与服饰设计专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/3087,▲
山东,合作办学机构,山东工商学院国际商学院（英文：International Business College of Shandong Technology and Business University）,https://www.crs.jsj.edu.cn/aproval/detail/362,●
山东,合作办学机构,青岛科技大学中德科技学院,https://www.crs.jsj.edu.cn/aproval/detail/370,●
山东,合作办学机构,山东农业大学国际交流学院,https://www.crs.jsj.edu.cn/aproval/detail/494,●
山东,合作办学机构,鲁东大学蔚山船舶与海洋学院（Ulsan Ship and Ocean College at Ludong University）,https://www.crs.jsj.edu.cn/aproval/detail/913,▲
山东,合作办学机构,北京交通大学兰卡斯特大学学院（Lancaster University College at Beijing Jiaotong University）,https://www.crs.jsj.edu.cn/aproval/detail/2203,"▲, ■"
山东,合作办学机构,山东交通学院顿河学院（英文：Don College of Shandong Jiaotong University）,https://www.crs.jsj.edu.cn/aproval/detail/2524,▲
山东,合作办学机构,"山东大学澳国立联合理学院（英文：SDU-ANU Joint Science College, Shandong University）",https://www.crs.jsj.edu.cn/aproval/detail/2573,▲
山东,合作办学机构,齐鲁工业大学基辅学院（英文：Kyiv College at Qilu University of Technology ）,https://www.crs.jsj.edu.cn/aproval/detail/2607,"▲, ■"
山东,合作办学机构,"中国海洋大学海德学院 （英文：Haide College, Ocean University of China）",https://www.crs.jsj.edu.cn/aproval/detail/2777,▲
山东,合作办学机构,"山东中医药大学国际眼科与视光医学院 （英文：International College of Ophthalmology and Optometry, Shandong University of Traditional Chinese Medicine）",https://www.crs.jsj.edu.cn/aproval/detail/2778,"▲, ■"
山东,合作办学机构,青岛农业大学巴瑟斯未来农业科技学院 （英文：Bathurst Future Agri-Tech Institute of Qingdao Agricultural University）,https://www.crs.jsj.edu.cn/aproval/detail/2794,▲
山东,合作办学机构,山东科技大学斯威本学院（英文：Swinburne College of Shandong University of Science and Technology）,https://www.crs.jsj.edu.cn/aproval/detail/2854,"▲, ■"
山东,合作办学机构,烟台大学特里尔可持续发展技术学院（德文：Yantai Universität Trier College für nachhaltige Entwicklung und Technologie；英文： Yantai University Trier College of Sustainable Technology）,https://www.crs.jsj.edu.cn/aproval/detail/2967,"▲, ■"
山东,合作办学机构,德州学院别尔哥罗德食品科学学院（俄文：Белгородский Институт пищевых наук при Дэчжоуском университете；英文：Belgorod Institute of Food Sciences at Dezhou University）,https://www.crs.jsj.edu.cn/aproval/detail/3143,▲
山东,合作办学机构,"山东师范大学赫尔岑国际艺术学院（俄文：Международный институт искусств им. А. И. Герцена при Шаньдунском педагогическом университете   英文：Herzen International Art College, Shandong Normal University）",https://www.crs.jsj.edu.cn/aproval/detail/3151,"▲, ■"
山东,合作办学机构,临沂大学国际生物资源应用学院（英文：International School of Bioresource Application of Linyi University）,https://www.crs.jsj.edu.cn/aproval/detail/3317,▲
山东,合作办学机构,"青岛大学德雷克联合学院（英文：QU-Drake United College, Qingdao University）",https://www.crs.jsj.edu.cn/aproval/detail/3438,▲
山东,合作办学项目,青岛大学与奥地利克雷姆斯高等专业学院合作举办旅游管理专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/98,▲
山东,合作办学项目,青岛大学与韩国大佛大学合作举办朝鲜语专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/350,●
山东,合作办学项目,青岛大学与澳大利亚詹姆斯·库克大学合作举办英语专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/364,●
山东,合作办学项目,青岛大学与澳大利亚詹姆斯·库克大学合作举办会计学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/367,●
山东,合作办学项目,青岛大学与澳大利亚詹姆斯·库克大学合作举办国际经济与贸易专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/371,●
山东,合作办学项目,济南大学与英国格拉斯哥加利多尼亚大学合作举办环境工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/443,▲
山东,合作办学项目,济南大学与英国格拉斯哥加利多尼亚大学合作举办金融学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/445,▲
山东,合作办学项目,山东农业大学与英国皇家农学院合作举办食品质量与安全专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/446,▲
山东,合作办学项目,泰山医学院与韩国全北大学校合作举办临床医学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/448,▲
山东,合作办学项目,泰山医学院与韩国延世大学原州分校合作举办医学影像学专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/450,▲
山东,合作办学项目,济南大学与英国格拉斯哥加利多尼亚大学合作举办机械工程及自动化专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/596,▲
山东,合作办学项目,青岛大学与澳大利亚霍尔姆斯学院合作举办国际商务专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/597,▲
山东,合作办学项目,山东建筑大学与澳大利亚格里菲斯大学合作举办土木工程专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/598,▲
山东,合作办学项目,山东科技大学与澳大利亚塔斯马尼亚大学合作举办电气工程及其自动化专业本科教育项目,https://www.crs.jsj.edu.cn/aproval/detail/599,▲
山东,合作办学项目,聊城大学与韩国建国大学合作举办生物工程专业本科教育项目（停止招生）,https://www.crs.jsj.edu.cn/aproval/detail/620,▲
